zipCode,population,year
60192,128,2022
60193,167,2022
60194,85,2022
60195,8,2022
60201,139,2022
60202,100,2022
60203,35,2022
60225,1,2022
60264,2,2022
60272,1,2022
60300,1,2022
60301,3,2022
60302,112,2022
60304,72,2022
60305,55,2022
60310,3,2022
60320,1,2022
60389,1,2022
60401,9,2022
60402,94,2022
60403,13,2022
60404,31,2022
60406,33,2022
60407,1,2022
60408,7,2022
60409,22,2022
60410,28,2022
60411,67,2022
60415,13,2022
60416,13,2022
60417,22,2022
60418,14,2022
60419,17,2022
60420,7,2022
60421,4,2022
60422,47,2022
60423,125,2022
60424,1,2022
60425,16,2022
60426,23,2022
60428,10,2022
60429,23,2022
60430,60,2022
60431,41,2022
60432,17,2022
60433,13,2022
60435,44,2022
60436,14,2022
60437,1,2022
60438,45,2022
60439,91,2022
60440,93,2022
60441,66,2022
60442,21,2022
60443,38,2022
60444,4,2022
60445,29,2022
60446,71,2022
60447,29,2022
60448,66,2022
60449,14,2022
60450,25,2022
60451,91,2022
60452,49,2022
60453,129,2022
60455,36,2022
60456,2,2022
60457,41,2022
60458,14,2022
60459,50,2022
60460,1,2022
60461,10,2022
60462,128,2022
60463,47,2022
60464,44,2022
60465,40,2022
60466,30,2022
60467,134,2022
60468,11,2022
60469,5,2022
60470,1,2022
60471,26,2022
60472,2,2022
60473,40,2022
60475,8,2022
60476,3,2022
60477,65,2022
60478,15,2022
60479,2,2022
60480,25,2022
60481,15,2022
60482,12,2022
60484,14,2022
60487,109,2022
60490,119,2022
60491,54,2022
60500,2,2022
60501,25,2022
60502,178,2022
60503,80,2022
60504,150,2022
60505,47,2022
60506,59,2022
60510,83,2022
60511,3,2022
60512,2,2022
60513,48,2022
60514,49,2022
60515,120,2022
60516,85,2022
60517,103,2022
60518,2,2022
60521,144,2022
60523,49,2022
60525,156,2022
60526,53,2022
60527,134,2022
60530,2,2022
60531,1,2022
60532,121,2022
60534,14,2022
60538,31,2022
60540,267,2022
60541,4,2022
60542,42,2022
60543,83,2022
60544,55,2022
60545,10,2022
60546,76,2022
60548,5,2022
60551,4,2022
60554,33,2022
60555,18,2022
60556,3,2022
60558,97,2022
60559,64,2022
60560,32,2022
60561,73,2022
60563,168,2022
60564,441,2022
60565,315,2022
60585,111,2022
60586,104,2022
60601,25,2022
60602,2,2022
60603,3,2022
60604,1,2022
60605,62,2022
60606,3,2022
60607,57,2022
60608,213,2022
60609,166,2022
60610,86,2022
60611,64,2022
60612,61,2022
60613,97,2022
60614,132,2022
60615,65,2022
60616,215,2022
60617,113,2022
60618,245,2022
60619,79,2022
60620,71,2022
60621,21,2022
60622,84,2022
60623,102,2022
60624,40,2022
60625,185,2022
60626,72,2022
60628,73,2022
60629,280,2022
60630,163,2022
60631,119,2022
60632,251,2022
60633,27,2022
60634,194,2022
60636,31,2022
60637,56,2022
60638,151,2022
60639,192,2022
60640,110,2022
60641,151,2022
60642,39,2022
60643,124,2022
60644,43,2022
60645,126,2022
60646,158,2022
60647,138,2022
60649,61,2022
60651,105,2022
60652,101,2022
60653,51,2022
60654,28,2022
60655,91,2022
60656,60,2022
60657,134,2022
60659,90,2022
60660,74,2022
60661,9,2022
60706,57,2022
60707,111,2022
60712,39,2022
60714,85,2022
60803,19,2022
60804,108,2022
60805,64,2022
60827,18,2022
60901,30,2022
60911,7,2022
60913,1,2022
60914,54,2022
60915,11,2022
60918,1,2022
60919,4,2022
60921,2,2022
60922,1,2022
60924,7,2022
60927,6,2022
60928,2,2022
60929,1,2022
60930,4,2022
60933,3,2022
60935,2,2022
60936,16,2022
60938,4,2022
60940,3,2022
60941,4,2022
60942,6,2022
60946,1,2022
60948,6,2022
60949,1,2022
60950,9,2022
60952,3,2022
60953,5,2022
60954,3,2022
60955,7,2022
60957,31,2022
60960,5,2022
60962,1,2022
60963,3,2022
60964,6,2022
60966,3,2022
60968,1,2022
60970,12,2022
61000,40,2022
61001,4,2022
61002,3,2022
61003,8,2022
61004,22,2022
61005,6,2022
61006,9,2022
61007,7,2022
61008,62,2022
61009,6,2022
61010,10,2022
61011,10,2022
61012,2,2022
61014,1,2022
61015,1,2022
61016,3,2022
61018,1,2022
61019,2,2022
61020,7,2022
61021,23,2022
61022,1,2022
61024,6,2022
61025,1,2022
61028,4,2022
61030,2,2022
61031,3,2022
61032,15,2022
61035,1,2022
61036,6,2022
61038,1,2022
61039,1,2022
61041,1,2022
61044,1,2022
61046,4,2022
61048,3,2022
61050,1,2022
61051,1,2022
61052,1,2022
61053,6,2022
61054,2,2022
61058,1,2022
61060,2,2022
61061,5,2022
61062,3,2022
61063,7,2022
61064,3,2022
61065,14,2022
61068,13,2022
61071,11,2022
61072,7,2022
61073,34,2022
61074,2,2022
61075,2,2022
61078,3,2022
61080,8,2022
61081,31,2022
61084,3,2022
61085,1,2022
61087,1,2022
61088,7,2022
61089,2,2022
61101,3,2022
61102,5,2022
61103,11,2022
61104,6,2022
61107,37,2022
61108,14,2022
61109,14,2022
61110,1,2022
61111,23,2022
61113,3,2022
61114,16,2022
61115,10,2022
61125,1,2022
61163,1,2022
61170,1,2022
61173,5,2022
61175,1,2022
61183,2,2022
61201,25,2022
61231,5,2022
61235,4,2022
61238,4,2022
61239,1,2022
61240,5,2022
61241,5,2022
61242,1,2022
61244,9,2022
61250,1,2022
61252,1,2022
61254,23,2022
61256,2,2022
61257,1,2022
61261,1,2022
61262,1,2022
61264,10,2022
61265,30,2022
61268,1,2022
61270,7,2022
61272,1,2022
61273,5,2022
61274,1,2022
61275,1,2022
61277,4,2022
61278,2,2022
61279,1,2022
61280,1,2022
61281,4,2022
61282,4,2022
61283,2,2022
61285,1,2022
61300,3,2022
61301,16,2022
61310,2,2022
61312,1,2022
61317,1,2022
61320,2,2022
61321,1,2022
61322,2,2022
61325,1,2022
61326,2,2022
61327,4,2022
61329,3,2022
61330,2,2022
61334,4,2022
61336,4,2022
61341,10,2022
61342,9,2022
61345,3,2022
61348,6,2022
61350,35,2022
61354,26,2022
61356,16,2022
61359,1,2022
61360,5,2022
61361,2,2022
61362,12,2022
61364,23,2022
61367,1,2022
61368,3,2022
61369,1,2022
61370,5,2022
61373,7,2022
61375,3,2022
61376,1,2022
61377,1,2022
61379,1,2022
61400,2,2022
61401,26,2022
61412,4,2022
61413,3,2022
61414,1,2022
61415,5,2022
61417,1,2022
61420,1,2022
61421,1,2022
61422,3,2022
61428,2,2022
61430,2,2022
61432,1,2022
61434,4,2022
61435,2,2022
61436,2,2022
61437,2,2022
61438,2,2022
61440,1,2022
61442,1,2022
61443,18,2022
61448,12,2022
61450,1,2022
61453,1,2022
61455,37,2022
61458,1,2022
61459,1,2022
61462,9,2022
61466,1,2022
61469,1,2022
61470,2,2022
61472,1,2022
61473,1,2022
61477,1,2022
61478,1,2022
61483,2,2022
61488,1,2022
61489,1,2022
61491,2,2022
61517,6,2022
61520,21,2022
61523,17,2022
61525,67,2022
61526,4,2022
61528,19,2022
61529,6,2022
61530,9,2022
61531,3,2022
61533,3,2022
61535,4,2022
61536,3,2022
61537,2,2022
61540,1,2022
61542,5,2022
61546,1,2022
61547,9,2022
61548,22,2022
61550,48,2022
61554,40,2022
61559,6,2022
61561,9,2022
61568,5,2022
61569,2,2022
61570,1,2022
61571,37,2022
61602,1,2022
61603,6,2022
61604,24,2022
61605,1,2022
61606,16,2022
61607,6,2022
61610,1,2022
61611,20,2022
61614,75,2022
61615,115,2022
61616,7,2022
61701,58,2022
61703,1,2022
61704,175,2022
61705,64,2022
61723,4,2022
61724,2,2022
61725,2,2022
61726,3,2022
61727,14,2022
61728,1,2022
61729,3,2022
61731,1,2022
61732,3,2022
61733,1,2022
61734,4,2022
61736,7,2022
61737,1,2022
61738,9,2022
61739,8,2022
61740,3,2022
61741,3,2022
61742,1,2022
61744,4,2022
61745,7,2022
61747,2,2022
61748,6,2022
61752,5,2022
61753,10,2022
61754,3,2022
61755,7,2022
61756,3,2022
61759,2,2022
61760,3,2022
61761,112,2022
61764,10,2022
61769,1,2022
61773,1,2022
61774,1,2022
61776,6,2022
61800,8,2022
61801,1772,2022
61802,368,2022
61813,4,2022
61814,4,2022
61815,1,2022
61816,1,2022
61817,9,2022
61818,2,2022
61820,2069,2022
61821,499,2022
61822,617,2022
61824,1,2022
61825,2,2022
61830,1,2022
61832,41,2022
61833,2,2022
61834,8,2022
61839,2,2022
61840,5,2022
61841,5,2022
61842,8,2022
61843,19,2022
61845,2,2022
61846,2,2022
61847,7,2022
61849,12,2022
61851,1,2022
61853,186,2022
61854,7,2022
61856,57,2022
61857,1,2022
61858,15,2022
61859,7,2022
61862,3,2022
61863,6,2022
61864,13,2022
61865,4,2022
61866,41,2022
61870,2,2022
61871,2,2022
61872,1,2022
61873,73,2022
61874,301,2022
61875,5,2022
61876,1,2022
61877,13,2022
61878,2,2022
61880,33,2022
61882,3,2022
61883,7,2022
61884,7,2022
61910,11,2022
61911,7,2022
61912,1,2022
61913,5,2022
61914,6,2022
61917,1,2022
61919,4,2022
61920,28,2022
61924,2,2022
61925,2,2022
61928,1,2022
61929,1,2022
61931,1,2022
61932,1,2022
61933,1,2022
61937,9,2022
61938,22,2022
61942,2,2022
61943,2,2022
61944,11,2022
61951,9,2022
61953,37,2022
61956,9,2022
61957,2,2022
61967,1,2022
62000,1,2022
62001,2,2022
62002,32,2022
62009,1,2022
62010,3,2022
62012,6,2022
62014,2,2022
62016,7,2022
62017,1,2022
62022,1,2022
62024,1,2022
62025,64,2022
62028,2,2022
62032,2,2022
62033,4,2022
62034,25,2022
62035,23,2022
62036,1,2022
62037,2,2022
62040,10,2022
62044,1,2022
62049,2,2022
62051,1,2022
62052,13,2022
62056,11,2022
62060,1,2022
62062,1,2022
62067,3,2022
62069,3,2022
62075,4,2022
62076,1,2022
62079,1,2022
62080,1,2022
62084,1,2022
62086,3,2022
62088,1,2022
62094,2,2022
62095,3,2022
62097,2,2022
62100,2,2022
62101,2,2022
62170,1,2022
62201,1,2022
62203,2,2022
62204,3,2022
62206,3,2022
62207,1,2022
62208,21,2022
62214,1,2022
62215,2,2022
62216,3,2022
62217,1,2022
62218,2,2022
62219,1,2022
62220,16,2022
62221,36,2022
62223,17,2022
62225,2,2022
62226,39,2022
62230,10,2022
62231,4,2022
62232,9,2022
62233,3,2022
62234,11,2022
62236,12,2022
62237,1,2022
62239,1,2022
62243,1,2022
62245,1,2022
62246,10,2022
62249,27,2022
62254,3,2022
62257,1,2022
62258,5,2022
62260,5,2022
62262,1,2022
62263,8,2022
62264,1,2022
62265,2,2022
62268,1,2022
62269,59,2022
62271,2,2022
62272,1,2022
62274,1,2022
62278,7,2022
62281,2,2022
62285,2,2022
62293,4,2022
62294,15,2022
62298,27,2022
62301,12,2022
62305,19,2022
62316,2,2022
62321,3,2022
62323,1,2022
62324,1,2022
62326,1,2022
62330,2,2022
62340,2,2022
62341,2,2022
62342,1,2022
62343,1,2022
62347,2,2022
62349,1,2022
62351,1,2022
62353,3,2022
62354,1,2022
62356,2,2022
62358,2,2022
62360,1,2022
62362,1,2022
62363,5,2022
62366,1,2022
62374,1,2022
62376,2,2022
62379,3,2022
62401,58,2022
62411,11,2022
62417,3,2022
62418,2,2022
62420,3,2022
62421,1,2022
62424,3,2022
62425,1,2022
62427,1,2022
62428,4,2022
62432,1,2022
62433,1,2022
62436,1,2022
62439,7,2022
62440,1,2022
62441,11,2022
62442,1,2022
62443,3,2022
62447,12,2022
62448,10,2022
62449,3,2022
62450,15,2022
62451,1,2022
62454,12,2022
62462,1,2022
62465,1,2022
62466,4,2022
62467,4,2022
62468,2,2022
62469,1,2022
62471,2,2022
62475,1,2022
62476,2,2022
62481,2,2022
62500,3,2022
62501,1,2022
62502,3,2022
62510,3,2022
62515,3,2022
62518,1,2022
62520,4,2022
62521,50,2022
62522,14,2022
62526,29,2022
62531,1,2022
62534,1,2022
62535,34,2022
62536,1,2022
62537,1,2022
62540,1,2022
62541,1,2022
62544,3,2022
62545,4,2022
62546,3,2022
62547,1,2022
62548,1,2022
62549,15,2022
62550,2,2022
62551,1,2022
62553,1,2022
62554,1,2022
62556,1,2022
62557,9,2022
62558,1,2022
62561,3,2022
62563,24,2022
62565,6,2022
62568,10,2022
62572,2,2022
62573,2,2022
62610,1,2022
62611,2,2022
62613,6,2022
62615,12,2022
62617,1,2022
62618,14,2022
62625,5,2022
62626,8,2022
62629,36,2022
62630,3,2022
62631,1,2022
62633,1,2022
62634,1,2022
62638,6,2022
62640,3,2022
62642,1,2022
62644,3,2022
62649,2,2022
62650,22,2022
62656,11,2022
62661,3,2022
62664,5,2022
62666,1,2022
62667,1,2022
62668,2,2022
62670,8,2022
62671,1,2022
62674,3,2022
62675,5,2022
62677,3,2022
62681,1,2022
62684,14,2022
62690,2,2022
62692,2,2022
62693,3,2022
62694,8,2022
62695,1,2022
62700,1,2022
62701,1,2022
62702,17,2022
62703,11,2022
62704,86,2022
62707,6,2022
62711,65,2022
62712,26,2022
62801,10,2022
62803,3,2022
62807,1,2022
62808,2,2022
62812,6,2022
62821,9,2022
62830,2,2022
62832,9,2022
62836,1,2022
62837,9,2022
62838,3,2022
62839,8,2022
62849,1,2022
62850,1,2022
62853,1,2022
62858,1,2022
62859,2,2022
62860,2,2022
62863,7,2022
62864,4,2022
62868,5,2022
62869,1,2022
62878,1,2022
62880,2,2022
62881,7,2022
62884,1,2022
62888,1,2022
62894,1,2022
62895,1,2022
62896,2,2022
62900,1,2022
62901,27,2022
62902,18,2022
62903,12,2022
62905,3,2022
62906,4,2022
62907,1,2022
62908,3,2022
62912,2,2022
62918,17,2022
62920,2,2022
62924,3,2022
62930,1,2022
62931,1,2022
62932,1,2022
62933,1,2022
62934,2,2022
62938,1,2022
62939,3,2022
62941,1,2022
62943,1,2022
62946,4,2022
62948,10,2022
62949,1,2022
62951,1,2022
62952,3,2022
62953,1,2022
62958,9,2022
62959,10,2022
62960,2,2022
62966,7,2022
62972,1,2022
62976,1,2022
62979,2,2022
62985,1,2022
62995,1,2022
63000,1,2022
63005,12,2022
63010,1,2022
63011,9,2022
63017,15,2022
63021,12,2022
63025,2,2022
63026,2,2022
63028,2,2022
63033,2,2022
63034,1,2022
63038,1,2022
63040,5,2022
63043,3,2022
63049,1,2022
63052,1,2022
63055,1,2022
63069,1,2022
63074,1,2022
63080,1,2022
63088,2,2022
63090,1,2022
63100,1,2022
63103,1,2022
63104,2,2022
63105,12,2022
63108,2,2022
63109,2,2022
63110,3,2022
63111,1,2022
63112,1,2022
63114,3,2022
63116,3,2022
63117,7,2022
63118,2,2022
63119,7,2022
63122,7,2022
63123,4,2022
63124,5,2022
63125,1,2022
63128,5,2022
63129,2,2022
63130,5,2022
63131,8,2022
63132,4,2022
63136,1,2022
63138,2,2022
63139,5,2022
63141,8,2022
63143,4,2022
63144,5,2022
63146,8,2022
63147,1,2022
63150,1,2022
63200,1,2022
63201,1,2022
63301,4,2022
63302,1,2022
63303,3,2022
63304,2,2022
63334,1,2022
63341,1,2022
63344,1,2022
63366,3,2022
63367,5,2022
63368,4,2022
63376,5,2022
63385,1,2022
63400,1,2022
63459,1,2022
63501,1,2022
63520,1,2022
63549,1,2022
63573,1,2022
63615,1,2022
63618,1,2022
63640,1,2022
63644,2,2022
63691,1,2022
63700,3,2022
63701,1,2022
63702,1,2022
63800,1,2022
63801,1,2022
63805,1,2022
63845,1,2022
63870,1,2022
63935,1,2022
63964,1,2022
64014,1,2022
64030,1,2022
64052,1,2022
64055,1,2022
64062,2,2022
64064,2,2022
64068,2,2022
64081,2,2022
64082,1,2022
64091,1,2022
64092,1,2022
64093,1,2022
64100,2,2022
64101,2,2022
64102,1,2022
64103,2,2022
64104,2,2022
64110,1,2022
64111,2,2022
64116,2,2022
64131,2,2022
64152,1,2022
64154,1,2022
64155,2,2022
64157,1,2022
64160,2,2022
64165,1,2022
64167,1,2022
64200,1,2022
64267,1,2022
64300,1,2022
64310,1,2022
64400,3,2022
64436,1,2022
64450,1,2022
64454,2,2022
64468,1,2022
64639,1,2022
64672,1,2022
64701,1,2022
64720,1,2022
64855,1,2022
64892,1,2022
64989,2,2022
65000,6,2022
65002,1,2022
65003,5,2022
65004,2,2022
65005,2,2022
65010,2,2022
65011,1,2022
65014,1,2022
65020,4,2022
65022,2,2022
65030,1,2022
65049,1,2022
65050,2,2022
65059,1,2022
65084,1,2022
65101,1,2022
65187,1,2022
65201,3,2022
65202,1,2022
65203,11,2022
65265,1,2022
65401,2,2022
65500,1,2022
65583,1,2022
65629,1,2022
65708,1,2022
65721,1,2022
65807,1,2022
65809,2,2022
65810,3,2022
65924,1,2022
66000,1,2022
66041,1,2022
66043,2,2022
66044,1,2022
66047,2,2022
66049,3,2022
66061,2,2022
66062,5,2022
66083,1,2022
66085,1,2022
66086,1,2022
66093,1,2022
66203,1,2022
66204,1,2022
66205,2,2022
66207,3,2022
66208,2,2022
66209,2,2022
66210,4,2022
66213,8,2022
66215,1,2022
66216,1,2022
66218,1,2022
66219,1,2022
66221,6,2022
66223,4,2022
66224,3,2022
66227,2,2022
66309,1,2022
66404,1,2022
66413,1,2022
66489,1,2022
66542,1,2022
66604,2,2022
66605,1,2022
66610,1,2022
66801,1,2022
67001,1,2022
67002,1,2022
67017,1,2022
67037,1,2022
67053,1,2022
67060,2,2022
67063,1,2022
67064,1,2022
67114,1,2022
67131,1,2022
67154,1,2022
67204,1,2022
67205,1,2022
67207,1,2022
67212,1,2022
67220,1,2022
67263,1,2022
67300,1,2022
67351,1,2022
67401,2,2022
67456,1,2022
67566,1,2022
67591,1,2022
67650,2,2022
67701,1,2022
67735,1,2022
67800,1,2022
67801,1,2022
67860,1,2022
67910,1,2022
67930,1,2022
67933,1,2022
67951,1,2022
67952,1,2022
68012,1,2022
68022,4,2022
68025,1,2022
68031,1,2022
68046,1,2022
68054,1,2022
68055,1,2022
68059,1,2022
68066,1,2022
68102,1,2022
68104,1,2022
68105,2,2022
68108,1,2022
68114,1,2022
68116,3,2022
68123,1,2022
68124,2,2022
68135,1,2022
68136,1,2022
68137,1,2022
68144,2,2022
68152,1,2022
68200,1,2022
68202,5,2022
68203,2,2022
68230,2,2022
68281,1,2022
68300,1,2022
68310,1,2022
68351,1,2022
68354,1,2022
68356,1,2022
68357,1,2022
68467,1,2022
68504,1,2022
68506,2,2022
68507,2,2022
68516,2,2022
68526,1,2022
68527,1,2022
68528,1,2022
68551,1,2022
68600,1,2022
68656,1,2022
68660,1,2022
68801,1,2022
68853,1,2022
68930,1,2022
68950,1,2022
68953,1,2022
68954,1,2022
69000,1,2022
69043,1,2022
69100,2,2022
69115,1,2022
69152,1,2022
69160,1,2022
69198,1,2022
69310,1,2022
69381,1,2022
69500,5,2022
69501,2,2022
69502,1,2022
69550,1,2022
69557,1,2022
70000,20,2022
70001,8,2022
70002,15,2022
70003,3,2022
70004,8,2022
70005,11,2022
70006,14,2022
70007,3,2022
70008,4,2022
70009,12,2022
70010,7,2022
70012,2,2022
70014,1,2022
70015,3,2022
70042,1,2022
70049,1,2022
70065,1,2022
70068,1,2022
70112,1,2022
70115,2,2022
70117,1,2022
70118,2,2022
70119,1,2022
70122,1,2022
70124,2,2022
70125,3,2022
70126,1,2022
70143,2,2022
70146,1,2022
70151,1,2022
70167,1,2022
70182,1,2022
70342,1,2022
70360,1,2022
70400,1,2022
70433,1,2022
70443,1,2022
70450,1,2022
70458,1,2022
70461,1,2022
70503,2,2022
70554,1,2022
70570,1,2022
70589,1,2022
70597,1,2022
70673,1,2022
70675,1,2022
70686,1,2022
70710,1,2022
70769,3,2022
70785,1,2022
70808,1,2022
70810,3,2022
71000,18,2022
71001,5,2022
71002,3,2022
71003,4,2022
71004,12,2022
71005,4,2022
71006,23,2022
71007,4,2022
71008,3,2022
71010,4,2022
71011,1,2022
71037,2,2022
71051,1,2022
71060,1,2022
71073,1,2022
71105,1,2022
71106,1,2022
71107,1,2022
71110,5,2022
71120,1,2022
71131,1,2022
71159,1,2022
71200,5,2022
71210,1,2022
71220,1,2022
71222,1,2022
71225,1,2022
71270,2,2022
71303,1,2022
71310,1,2022
71313,1,2022
71320,2,2022
71459,1,2022
71577,1,2022
71603,1,2022
71655,1,2022
71657,1,2022
71744,1,2022
71913,1,2022
71930,1,2022
71935,1,2022
72022,1,2022
72100,1,2022
72110,1,2022
72113,1,2022
72114,1,2022
72116,1,2022
72121,1,2022
72130,4,2022
72140,1,2022
72163,1,2022
72205,1,2022
72210,1,2022
72211,1,2022
72214,1,2022
72218,1,2022
72249,1,2022
72300,3,2022
72404,2,2022
72420,2,2022
72470,1,2022
72476,1,2022
72501,3,2022
72540,1,2022
72704,1,2022
72712,2,2022
72713,2,2022
72730,1,2022
72744,1,2022
72756,2,2022
72758,1,2022
72762,1,2022
72764,1,2022
72773,1,2022
72947,1,2022
73000,4,2022
73001,1,2022
73003,5,2022
73006,2,2022
73007,6,2022
73034,3,2022
73069,1,2022
73072,2,2022
73090,2,2022
73099,1,2022
73103,1,2022
73114,1,2022
73120,1,2022
73122,1,2022
73132,1,2022
73159,1,2022
73165,1,2022
73210,1,2022
73214,1,2022
73249,1,2022
73313,1,2022
73368,1,2022
73400,4,2022
73401,2,2022
73430,1,2022
73500,2,2022
73610,1,2022
73620,1,2022
73703,1,2022
73710,1,2022
73788,1,2022
73791,1,2022
74000,1,2022
74008,1,2022
74012,3,2022
74014,1,2022
74037,1,2022
74074,2,2022
74075,1,2022
74100,1,2022
74108,1,2022
74114,1,2022
74120,1,2022
74131,1,2022
74133,3,2022
74134,2,2022
74135,1,2022
74137,3,2022
74145,1,2022
74210,1,2022
74335,2,2022
74444,1,2022
74464,1,2022
74500,1,2022
74600,2,2022
74811,1,2022
74884,1,2022
74928,1,2022
75000,5,2022
75001,3,2022
75002,5,2022
75006,2,2022
75007,5,2022
75008,1,2022
75009,1,2022
75010,3,2022
75011,1,2022
75013,15,2022
75019,12,2022
75022,5,2022
75023,6,2022
75024,11,2022
75025,23,2022
75026,1,2022
75028,6,2022
75030,2,2022
75033,9,2022
75034,5,2022
75035,22,2022
75036,4,2022
75038,1,2022
75039,4,2022
75050,1,2022
75056,10,2022
75061,1,2022
75063,12,2022
75067,1,2022
75068,6,2022
75069,1,2022
75070,8,2022
75071,3,2022
75072,8,2022
75074,5,2022
75075,3,2022
75077,2,2022
75078,2,2022
75080,3,2022
75081,2,2022
75082,5,2022
75087,2,2022
75089,1,2022
75092,1,2022
75093,6,2022
75094,5,2022
75098,1,2022
75100,6,2022
75101,4,2022
75102,1,2022
75104,2,2022
75115,3,2022
75117,1,2022
75119,1,2022
75126,2,2022
75134,2,2022
75150,1,2022
75154,1,2022
75181,1,2022
75189,1,2022
75201,1,2022
75202,1,2022
75204,3,2022
75205,3,2022
75206,2,2022
75214,1,2022
75217,1,2022
75218,1,2022
75219,3,2022
75224,1,2022
75225,1,2022
75227,1,2022
75229,1,2022
75230,2,2022
75234,2,2022
75235,2,2022
75243,1,2022
75244,2,2022
75248,6,2022
75251,1,2022
75252,1,2022
75254,1,2022
75290,3,2022
75300,4,2022
75350,2,2022
75445,1,2022
75454,2,2022
75462,1,2022
75500,9,2022
75503,1,2022
75569,1,2022
75600,1,2022
75604,1,2022
75608,1,2022
75650,1,2022
75701,1,2022
75707,1,2022
75757,1,2022
75771,2,2022
75902,1,2022
75914,1,2022
75925,1,2022
75950,1,2022
76000,1,2022
76003,1,2022
76004,1,2022
76005,2,2022
76006,1,2022
76010,1,2022
76013,1,2022
76016,2,2022
76017,1,2022
76028,1,2022
76036,1,2022
76039,1,2022
76040,1,2022
76051,1,2022
76058,2,2022
76060,1,2022
76061,1,2022
76063,1,2022
76088,1,2022
76092,7,2022
76100,1,2022
76104,2,2022
76107,3,2022
76118,1,2022
76121,1,2022
76127,1,2022
76131,3,2022
76133,1,2022
76137,1,2022
76177,1,2022
76179,3,2022
76182,1,2022
76202,1,2022
76205,1,2022
76207,1,2022
76208,1,2022
76210,4,2022
76226,2,2022
76227,1,2022
76244,3,2022
76247,1,2022
76248,4,2022
76262,2,2022
76266,1,2022
76306,1,2022
76502,1,2022
76548,1,2022
76549,1,2022
76571,2,2022
76708,1,2022
76710,1,2022
76802,1,2022
76803,1,2022
76808,1,2022
76844,2,2022
76901,1,2022
76904,1,2022
77003,2,2022
77004,1,2022
77005,1,2022
77006,1,2022
77015,1,2022
77019,1,2022
77021,2,2022
77024,1,2022
77025,1,2022
77027,3,2022
77035,1,2022
77040,1,2022
77043,2,2022
77044,2,2022
77045,2,2022
77054,1,2022
77055,1,2022
77056,1,2022
77057,1,2022
77058,4,2022
77059,1,2022
77062,1,2022
77063,2,2022
77064,1,2022
77065,3,2022
77070,1,2022
77072,1,2022
77077,5,2022
77079,2,2022
77080,2,2022
77081,1,2022
77083,3,2022
77092,1,2022
77094,2,2022
77095,5,2022
77096,2,2022
77098,2,2022
77230,1,2022
77304,1,2022
77316,1,2022
77331,1,2022
77339,1,2022
77346,3,2022
77357,2,2022
77375,5,2022
77379,4,2022
77381,6,2022
77382,6,2022
77384,1,2022
77385,2,2022
77386,5,2022
77388,2,2022
77389,6,2022
77396,1,2022
77401,2,2022
77407,10,2022
77423,2,2022
77429,7,2022
77433,9,2022
77441,2,2022
77450,5,2022
77459,11,2022
77469,3,2022
77477,1,2022
77478,1,2022
77479,17,2022
77494,31,2022
77498,4,2022
77504,1,2022
77506,1,2022
77535,1,2022
77536,1,2022
77545,1,2022
77546,3,2022
77560,1,2022
77566,1,2022
77573,3,2022
77581,2,2022
77583,1,2022
77584,6,2022
77586,2,2022
77590,1,2022
77600,1,2022
77706,1,2022
77802,2,2022
77808,1,2022
77833,1,2022
77840,3,2022
77845,2,2022
77904,1,2022
78006,1,2022
78015,2,2022
78028,2,2022
78040,1,2022
78100,3,2022
78102,2,2022
78207,1,2022
78209,2,2022
78213,1,2022
78216,1,2022
78221,1,2022
78223,1,2022
78224,1,2022
78227,1,2022
78229,2,2022
78230,1,2022
78232,2,2022
78240,1,2022
78245,1,2022
78248,3,2022
78249,2,2022
78253,3,2022
78254,3,2022
78255,1,2022
78258,5,2022
78259,2,2022
78260,2,2022
78261,1,2022
78266,2,2022
78411,1,2022
78414,1,2022
78415,1,2022
78521,1,2022
78539,3,2022
78572,1,2022
78600,1,2022
78613,6,2022
78617,1,2022
78626,1,2022
78628,1,2022
78634,2,2022
78641,10,2022
78642,1,2022
78644,1,2022
78645,1,2022
78660,9,2022
78664,4,2022
78665,3,2022
78669,1,2022
78681,5,2022
78701,3,2022
78702,3,2022
78703,2,2022
78704,4,2022
78705,2,2022
78717,11,2022
78721,2,2022
78722,1,2022
78726,3,2022
78727,2,2022
78728,3,2022
78729,3,2022
78730,2,2022
78731,2,2022
78732,4,2022
78733,7,2022
78736,3,2022
78738,3,2022
78739,3,2022
78741,2,2022
78744,2,2022
78745,1,2022
78746,9,2022
78748,2,2022
78749,1,2022
78750,9,2022
78754,2,2022
78756,1,2022
78757,2,2022
78758,5,2022
78759,9,2022
78840,1,2022
79015,1,2022
79410,1,2022
79413,1,2022
79600,1,2022
79606,2,2022
79705,1,2022
79748,1,2022
79765,2,2022
79859,1,2022
79904,1,2022
79911,1,2022
79912,2,2022
79938,2,2022
80000,4,2022
80001,1,2022
80002,3,2022
80004,1,2022
80005,2,2022
80011,1,2022
80013,1,2022
80014,3,2022
80015,4,2022
80016,9,2022
80017,1,2022
80020,3,2022
80021,1,2022
80023,3,2022
80026,1,2022
80027,3,2022
80031,1,2022
80033,2,2022
80044,1,2022
80100,1,2022
80104,1,2022
80105,1,2022
80108,2,2022
80109,2,2022
80111,7,2022
80112,3,2022
80121,1,2022
80122,1,2022
80123,1,2022
80124,2,2022
80125,2,2022
80126,2,2022
80127,3,2022
80129,6,2022
80130,2,2022
80132,1,2022
80134,4,2022
